ID,Image,Name,Nickname,Game,Archetype,Position,Element,Team,Power,Control,Technique,Pressure,Physical,Agility,Intelligence,Total,Age group,School year,Gender,Role
2480,https://dxi4wb638ujep.cloudfront.net/1/k/i/h/ihqiyvuh778.png,Art Tundra,Tundra,Inazuma Eleven GO: Light / Shadow,Rough Play,MF,Wind,Alpine,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2481,https://dxi4wb638ujep.cloudfront.net/1/k/5/j/5jbp1qibwiu.png,Borel Aurora,Aurora,Inazuma Eleven GO: Light / Shadow,Rough Play,MF,Forest,Alpine,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
2482,https://dxi4wb638ujep.cloudfront.net/1/k/x/h/xhakvrbs3k0.png,Njord Snio,Snio,Inazuma Eleven GO: Light / Shadow,Tension,FW,Wind,Alpine,166,159,145,119,117,117,128,951,Middle School,Grade 8,Male,Player
2483,https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjxfcunoaxc.png,Yule Hoarfrost,Hoarfrost,Inazuma Eleven GO: Light / Shadow,Bond,FW,Forest,Alpine,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
2484,https://dxi4wb638ujep.cloudfront.net/1/k/g/m/gmswrjsgv3s.png,Suno Aisu,Aisu,Inazuma Eleven GO: Light / Shadow,Breach,GK,Mountain,Alpine,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
2485,https://dxi4wb638ujep.cloudfront.net/1/k/3/o/3ojr820acee.png,Himesh Himalaya,Himalaya,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Mountain,Alpine,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2486,https://dxi4wb638ujep.cloudfront.net/1/k/1/v/1vknsvm2hce.png,Blake Wintry,Wintry,Inazuma Eleven GO: Light / Shadow,Bond,MF,Mountain,Alpine,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2487,https://dxi4wb638ujep.cloudfront.net/1/k/e/h/ehvs_qamqxs.png,Fritz Brisk,Brisk,Inazuma Eleven GO: Light / Shadow,Justice,MF,Wind,Alpine,135,156,158,116,113,113,140,931,Middle School,Grade 9,Male,Player
2488,https://dxi4wb638ujep.cloudfront.net/1/k/k/o/ko2zsn1efrc.png,Grisley Bear,Grizzly,Inazuma Eleven GO: Light / Shadow,Rough Play,FW,Fire,Alpine,166,158,142,119,113,113,126,937,Middle School,Grade 9,Male,Player
2489,https://dxi4wb638ujep.cloudfront.net/1/k/9/h/9hao0gu3twu.png,Wilder Bigfoot,Bigfoot,Inazuma Eleven GO: Light / Shadow,Breach,MF,Mountain,Alpine,140,152,147,121,123,113,135,931,Adult,-,Male,Manager
2490,https://dxi4wb638ujep.cloudfront.net/1/k/v/c/vc3re26pqi0.png,Strom Boojum,Boojum,Inazuma Eleven GO: Light / Shadow,Counter-attack,GK,Mountain,Kirkwood,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
2491,https://dxi4wb638ujep.cloudfront.net/1/k/p/t/ptuenrphfoe.png,Dock Hickory,Hickory,Inazuma Eleven GO: Light / Shadow,Justice,DF,Forest,Kirkwood,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2492,https://dxi4wb638ujep.cloudfront.net/1/k/-/f/-fl_gupbybs.png,Bourne Birch,Birch,Inazuma Eleven GO: Light / Shadow,Tension,DF,Forest,Kirkwood,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2493,https://dxi4wb638ujep.cloudfront.net/1/k/8/k/8kijon733ds.png,Flynt Pine,Pine,Inazuma Eleven GO: Light / Shadow,Justice,DF,Fire,Kirkwood,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
2494,https://dxi4wb638ujep.cloudfront.net/1/k/n/m/nmtcjydnaue.png,Trent Poplar,Poplar,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Forest,Kirkwood,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2495,https://dxi4wb638ujep.cloudfront.net/1/k/t/j/tjw3wvofvo0.png,River Willows,Willows,Inazuma Eleven GO: Light / Shadow,Rough Play,MF,Wind,Kirkwood,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
2496,https://dxi4wb638ujep.cloudfront.net/1/k/c/l/clbwdqo_c9c.png,Beck Heath,Heath,Inazuma Eleven GO: Light / Shadow,Justice,MF,Wind,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2497,https://dxi4wb638ujep.cloudfront.net/1/k/o/h/oh-osdndlc0.png,Brook Linden,Linden,Inazuma Eleven GO: Light / Shadow,Counter-attack,MF,Fire,Kirkwood,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2498,https://dxi4wb638ujep.cloudfront.net/1/k/z/j/zjpvbirnixc.png,Bay Laurel,Laurel,Inazuma Eleven GO: Light / Shadow,Justice,MF,Mountain,Kirkwood,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
2499,https://dxi4wb638ujep.cloudfront.net/1/k/3/h/3huibjiupd8.png,Langford Ash,Langford,Inazuma Eleven GO: Light / Shadow,Breach,FW,Mountain,Kirkwood,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
2500,https://dxi4wb638ujep.cloudfront.net/1/k/g/j/gjld2ceueuu.png,Escott Aspen,Aspen,Inazuma Eleven GO: Light / Shadow,Counter-attack,FW,Fire,Kirkwood,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
2501,https://dxi4wb638ujep.cloudfront.net/1/k/m/m/mmg2lbxcxok.png,Maxwell Mahogany,Mahogany,Inazuma Eleven GO: Light / Shadow,Counter-attack,GK,Fire,Kirkwood,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
2502,https://dxi4wb638ujep.cloudfront.net/1/k/x/o/xo3xi-xmc9m.png,Bradford Ash,Brad,Inazuma Eleven GO: Light / Shadow,Bond,FW,Mountain,Kirkwood,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
2503,https://dxi4wb638ujep.cloudfront.net/1/k/v/v/vvwlmnfkz7m.png,Calder Elm,Elm,Inazuma Eleven GO: Light / Shadow,Rough Play,FW,Wind,Kirkwood,155,151,137,121,119,112,134,929,Middle School,Grade 8,Male,Player
2504,https://dxi4wb638ujep.cloudfront.net/1/k/k/h/khbqlyjw0ik.png,Laike Alder,Alder,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Mountain,Kirkwood,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2505,https://dxi4wb638ujep.cloudfront.net/1/k/e/o/eoifyfw4bou.png,Tahoma Sequoia,Sequoia,Inazuma Eleven GO: Light / Shadow,Breach,MF,Forest,Kirkwood,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2506,https://dxi4wb638ujep.cloudfront.net/1/k/g/l/gltgpqjnrn0.png,Byron Love,Aphrody,Inazuma Eleven GO: Light / Shadow,Breach,MF,Forest,Kirkwood,145,156,152,127,128,119,140,967,Adult,-,Male,Manager
2507,https://dxi4wb638ujep.cloudfront.net/1/k/9/u/9u63nyaqk3k.png,Abram Cadabra,Cadabra,Inazuma Eleven GO: Light / Shadow,Breach,GK,Mountain,Mirage,117,128,120,135,141,145,128,914,Middle School,Grade 9,Male,Player
2508,https://dxi4wb638ujep.cloudfront.net/1/k/d/7/d7zc0v1i_xu.png,Jaymes Randie,Randie,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Forest,Mirage,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2509,https://dxi4wb638ujep.cloudfront.net/1/k/s/t/stojzqtysk8.png,Daffyd Blayne,Blayne,Inazuma Eleven GO: Light / Shadow,Breach,DF,Fire,Mirage,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2510,https://dxi4wb638ujep.cloudfront.net/1/k/u/y/uyv_3jb0xi8.png,Al Kazam,Kazam,Inazuma Eleven GO: Light / Shadow,Justice,DF,Mountain,Mirage,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
2511,https://dxi4wb638ujep.cloudfront.net/1/k/f/a/faeea2no6ru.png,Sigfryd Roi,Roi,Inazuma Eleven GO: Light / Shadow,Rough Play,DF,Mountain,Mirage,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2512,https://dxi4wb638ujep.cloudfront.net/1/k/_/1/_19rjrsgpxk.png,Dave Coppfielder,Copper,Inazuma Eleven GO: Light / Shadow,Counter-attack,MF,Wind,Mirage,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
2513,https://dxi4wb638ujep.cloudfront.net/1/k/o/d/odmkku08icm.png,Launce Berton,Berton,Inazuma Eleven GO: Light / Shadow,Rough Play,MF,Wind,Mirage,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2514,https://dxi4wb638ujep.cloudfront.net/1/k/6/3/63zsvz3ef9k.png,Ledger Demain,Demain,Inazuma Eleven GO: Light / Shadow,Justice,MF,Forest,Mirage,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
2515,https://dxi4wb638ujep.cloudfront.net/1/k/l/f/lfcz4mrkoom.png,Harrold Houdini,Houdini,Inazuma Eleven GO: Light / Shadow,Justice,MF,Forest,Mirage,141,152,149,123,124,113,135,937,Middle School,Grade 9,Male,Player
2516,https://dxi4wb638ujep.cloudfront.net/1/k/l/3/l3z-inytjis.png,Hocus Sesame,Hocus,Inazuma Eleven GO: Light / Shadow,Breach,FW,Fire,Mirage,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2517,https://dxi4wb638ujep.cloudfront.net/1/k/u/f/ufofpy-xkre.png,Pocus Sesame,Pocus,Inazuma Eleven GO: Light / Shadow,Tension,FW,Forest,Mirage,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
2518,https://dxi4wb638ujep.cloudfront.net/1/k/0/w/0wlqcflfrx0.png,Pen Teller,Teller,Inazuma Eleven GO: Light / Shadow,Tension,GK,Wind,Mirage,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
2519,https://dxi4wb638ujep.cloudfront.net/1/k/f/y/fy6lx6tl8cc.png,Petey Sorcar,Sorcar,Inazuma Eleven GO: Light / Shadow,Justice,DF,Mountain,Mirage,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2520,https://dxi4wb638ujep.cloudfront.net/1/k/h/5/h59xfj_j5ec.png,Trump Loyal,Loyal,Inazuma Eleven GO: Light / Shadow,Bond,MF,Mountain,Mirage,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
2521,https://dxi4wb638ujep.cloudfront.net/1/k/2/r/2rm2yczzu30.png,Daren Blakh,Blakh,Inazuma Eleven GO: Light / Shadow,Justice,FW,Wind,Mirage,165,156,142,116,113,113,124,929,Middle School,Grade 7,Male,Player
2522,https://dxi4wb638ujep.cloudfront.net/1/k/w/-/w-vdhbs7hxe.png,Billy Lingsoo,Lingsoo,Inazuma Eleven GO: Light / Shadow,Bond,FW,Fire,Mirage,155,151,137,121,119,112,134,929,Middle School,Grade 9,Male,Player
2523,https://dxi4wb638ujep.cloudfront.net/1/k/m/j/mjxvz5yn-d8.png,Hans Sleight,Sleight,Inazuma Eleven GO: Light / Shadow,Bond,DF,Mountain,Mirage,114,119,116,142,148,121,165,925,Adult,-,Male,Manager
2524,https://dxi4wb638ujep.cloudfront.net/1/k/z/4/z4gov70tlje.png,Ringo Saturn,Saturn,Inazuma Eleven GO: Light / Shadow,Counter-attack,GK,Mountain,Universal,121,133,124,134,145,152,131,940,Middle School,Grade 8,Male,Player
2525,https://dxi4wb638ujep.cloudfront.net/1/k/5/x/5xd7gmbl-p0.png,Auberon Ouranos,Ouranos,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Forest,Universal,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2526,https://dxi4wb638ujep.cloudfront.net/1/k/i/_/i_yarznftac.png,Manning Moon,Moon,Inazuma Eleven GO: Light / Shadow,Justice,DF,Forest,Universal,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
2527,https://dxi4wb638ujep.cloudfront.net/1/k/k/e/ke1gfa1zwcc.png,Terran Gaea,Gaea,Inazuma Eleven GO: Light / Shadow,Rough Play,DF,Mountain,Universal,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2528,https://dxi4wb638ujep.cloudfront.net/1/k/7/2/72eno_tj7v0.png,Crateris Mercury,Mercury,Inazuma Eleven GO: Light / Shadow,Tension,DF,Wind,Universal,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2529,https://dxi4wb638ujep.cloudfront.net/1/k/b/z/bzns7imbope.png,Nix Pluto,Pluto,Inazuma Eleven GO: Light / Shadow,Tension,MF,Fire,Universal,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2530,https://dxi4wb638ujep.cloudfront.net/1/k/q/x/qxwzwda7j8s.png,Neith Venus,Venus,Inazuma Eleven GO: Light / Shadow,Counter-attack,MF,Forest,Universal,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
2531,https://dxi4wb638ujep.cloudfront.net/1/k/e/b/ebprnqdzede.png,Callis Jove,Jove,Inazuma Eleven GO: Light / Shadow,Bond,MF,Mountain,Universal,135,156,158,116,113,113,140,931,Middle School,Grade 8,Male,Player
2532,https://dxi4wb638ujep.cloudfront.net/1/k/v/z/vzykkvljpws.png,Deimos Mars,Mars,Inazuma Eleven GO: Light / Shadow,Breach,MF,Fire,Universal,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
2533,https://dxi4wb638ujep.cloudfront.net/1/k/b/b/bbdhqusqicm.png,Sol Daystar,Sol,Inazuma Eleven GO: Light / Shadow,Bond,FW,Fire,Universal,169,161,147,123,119,119,130,968,Middle School,Grade 7,Male,Player
2534,https://dxi4wb638ujep.cloudfront.net/1/k/w/z/wzym9rkqlvk.png,Triton Nettuno,Nettuno,Inazuma Eleven GO: Light / Shadow,Tension,FW,Wind,Universal,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
2535,https://dxi4wb638ujep.cloudfront.net/1/k/q/c/qcrtum_yqpu.png,Astro Ceres,Ceres,Inazuma Eleven GO: Light / Shadow,Bond,GK,Forest,Universal,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
2536,https://dxi4wb638ujep.cloudfront.net/1/k/h/0/h0gydzzi988.png,Chiron Vestal,Vestal,Inazuma Eleven GO: Light / Shadow,Counter-attack,FW,Mountain,Universal,155,151,137,121,119,112,134,929,Middle School,Grade 7,Male,Player
2537,https://dxi4wb638ujep.cloudfront.net/1/k/j/v/jvnutqlo468.png,Xeno Eris,Eris,Inazuma Eleven GO: Light / Shadow,Bond,MF,Forest,Universal,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2538,https://dxi4wb638ujep.cloudfront.net/1/k/s/9/s9wpavt0vju.png,Namak Haumea,Haumea,Inazuma Eleven GO: Light / Shadow,Tension,DF,Wind,Universal,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
2539,https://dxi4wb638ujep.cloudfront.net/1/k/y/s/ys16tiy8gpk.png,Mac Emake,Emake,Inazuma Eleven GO: Light / Shadow,Rough Play,DF,Mountain,Universal,120,123,127,135,142,123,155,925,Middle School,Grade 9,Male,Player
2540,https://dxi4wb638ujep.cloudfront.net/1/k/4/j/4jo3o0xvz8u.png,Hailey Cometti,Cometti,Inazuma Eleven GO: Light / Shadow,Counter-attack,GK,Fire,Universal,117,128,120,135,141,145,128,914,Adult,-,Female,Manager
2541,https://dxi4wb638ujep.cloudfront.net/1/k/f/v/fvoizxpndae.png,Theo Divine,Theia,Inazuma Eleven GO: Light / Shadow,Rough Play,GK,Mountain,Mount Olympus,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
2542,https://dxi4wb638ujep.cloudfront.net/1/k/_/6/_6t9ks6vog0.png,Mnemo Pool,Mnemo,Inazuma Eleven GO: Light / Shadow,Bond,DF,Wind,Mount Olympus,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
2543,https://dxi4wb638ujep.cloudfront.net/1/k/o/s/osccntcvftc.png,Perses Destroyer,Perses,Inazuma Eleven GO: Light / Shadow,Bond,DF,Mountain,Mount Olympus,114,119,116,142,148,121,165,925,Middle School,Grade 9,Male,Player
2544,https://dxi4wb638ujep.cloudfront.net/1/k/m/z/mzbajko5avc.png,Iapetus Pierce,Iapetus,Inazuma Eleven GO: Light / Shadow,Bond,DF,Forest,Mount Olympus,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2545,https://dxi4wb638ujep.cloudfront.net/1/k/9/b/9bqhk1odtm0.png,Phoebus Moonlight,Phoebe,Inazuma Eleven GO: Light / Shadow,Bond,DF,Mountain,Mount Olympus,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2546,https://dxi4wb638ujep.cloudfront.net/1/k/d/0/d0ju3odlyge.png,Rae Godmother,Rhea,Inazuma Eleven GO: Light / Shadow,Breach,MF,Fire,Mount Olympus,135,156,158,116,113,113,140,931,Middle School,Grade 7,Male,Player
2547,https://dxi4wb638ujep.cloudfront.net/1/k/s/c/sc41ax7x11s.png,Hyperion Wise,Hyperion,Inazuma Eleven GO: Light / Shadow,Justice,MF,Fire,Mount Olympus,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2548,https://dxi4wb638ujep.cloudfront.net/1/k/y/2/y2htra4tske.png,Cronus Fourseasons,Cronus,Inazuma Eleven GO: Light / Shadow,Tension,MF,Fire,Mount Olympus,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
2549,https://dxi4wb638ujep.cloudfront.net/1/k/p/e/pe2mglep_5s.png,Oceanus Worldstream,Oceanus,Inazuma Eleven GO: Light / Shadow,Justice,MF,Fire,Mount Olympus,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2550,https://dxi4wb638ujep.cloudfront.net/1/k/h/2/h2tbckxgevm.png,Coeus Heavens,Coeus,Inazuma Eleven GO: Light / Shadow,Rough Play,FW,Wind,Mount Olympus,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2551,https://dxi4wb638ujep.cloudfront.net/1/k/2/e/2ecgxbxazmk.png,Tet Aqua,Tethys,Inazuma Eleven GO: Light / Shadow,Bond,FW,Fire,Mount Olympus,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2552,https://dxi4wb638ujep.cloudfront.net/1/k/w/x/wx_vigesggu.png,Eos Dawn,Eos,Inazuma Eleven GO: Light / Shadow,Breach,GK,Wind,Mount Olympus,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
2553,https://dxi4wb638ujep.cloudfront.net/1/k/n/z/nzo0p5ior18.png,Pallas Brandish,Pallas,Inazuma Eleven GO: Light / Shadow,Tension,DF,Mountain,Mount Olympus,114,119,116,142,148,121,165,925,Middle School,Grade 7,Male,Player
2554,https://dxi4wb638ujep.cloudfront.net/1/k/l/4/l4johgweuz8.png,Themis Law,Themis,Inazuma Eleven GO: Light / Shadow,Rough Play,MF,Forest,Mount Olympus,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
2555,https://dxi4wb638ujep.cloudfront.net/1/k/u/q/uq4jmfw-dau.png,Atlas Carrier,Atlas,Inazuma Eleven GO: Light / Shadow,Counter-attack,FW,Mountain,Mount Olympus,155,151,137,121,119,112,134,929,Middle School,Grade 9,Male,Player
2556,https://dxi4wb638ujep.cloudfront.net/1/k/0/_/0_b8fcj22gk.png,Orion Hunter,Orion,Inazuma Eleven GO: Light / Shadow,Counter-attack,MF,Wind,Mount Olympus,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2557,https://dxi4wb638ujep.cloudfront.net/1/k/r/n/rnibivvd8uc.png,Alex Zabel,Zabel,Inazuma Eleven GO: Light / Shadow,Justice,FW,Fire,Mount Olympus,165,156,142,116,113,113,124,929,Adult,-,Male,Manager
2558,https://dxi4wb638ujep.cloudfront.net/1/k/_/k/_ko_f7wg2he.png,Dave Quagmire,Quagmire,Inazuma Eleven GO: Light / Shadow,Breach,MF,Fire,Mount Olympus,144,155,151,126,126,116,138,956,Adult,-,Male,Coach
2559,https://dxi4wb638ujep.cloudfront.net/1/k/_/v/_vaot5sbd5m.png,Quentin Cinquedea,Quentin,Inazuma Eleven GO: Light / Shadow,Counter-attack,GK,Fire,Dragon Link,121,133,124,134,145,152,131,940,Middle School,Grade 8,Male,Player
2560,https://dxi4wb638ujep.cloudfront.net/1/k/f/6/f657-kzt2z8.png,Aimé Quintet,Quintet,Inazuma Eleven GO: Light / Shadow,Breach,DF,Wind,Dragon Link,120,123,127,135,142,123,155,925,Middle School,Grade 8,Male,Player
2561,https://dxi4wb638ujep.cloudfront.net/1/k/u/s/usiatb_pbqu.png,Eljas Viisi,Viisi,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Wind,Dragon Link,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2562,https://dxi4wb638ujep.cloudfront.net/1/k/s/z/szpg9ctfesu.png,Pentra Chek,Chek,Inazuma Eleven GO: Light / Shadow,Tension,MF,Mountain,Dragon Link,140,152,147,121,123,113,135,931,Middle School,Grade 8,Male,Player
2563,https://dxi4wb638ujep.cloudfront.net/1/k/d/b/db-nq9l_zf8.png,Federigo Cinco,Cinco,Inazuma Eleven GO: Light / Shadow,Tension,MF,Forest,Dragon Link,141,152,149,123,124,113,135,937,Middle School,Grade 7,Male,Player
2564,https://dxi4wb638ujep.cloudfront.net/1/k/9/0/90dsdg-3g_m.png,Ferdinand Delafünfe,Delafünfe,Inazuma Eleven GO: Light / Shadow,Bond,MF,Fire,Dragon Link,141,152,149,123,124,113,135,937,Middle School,Grade 9,Male,Player
2565,https://dxi4wb638ujep.cloudfront.net/1/k/m/c/mcszufynrmk.png,Quinque Flores,Flores,Inazuma Eleven GO: Light / Shadow,Justice,FW,Fire,Dragon Link,166,158,142,119,113,113,126,937,Middle School,Grade 7,Male,Player
2566,https://dxi4wb638ujep.cloudfront.net/1/k/4/2/42trfsbvmzm.png,Jacques Cinquini,Cinquini,Inazuma Eleven GO: Light / Shadow,Justice,FW,Mountain,Dragon Link,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
2567,https://dxi4wb638ujep.cloudfront.net/1/k/j/e/jeikyt9vhak.png,Fivier Saviola,Saviola,Inazuma Eleven GO: Light / Shadow,Rough Play,MF,Forest,Dragon Link,141,152,149,123,124,113,135,937,Middle School,Grade 7,Male,Player
2568,https://dxi4wb638ujep.cloudfront.net/1/k/n/2/n25hos0case.png,David Quintola,Quintola,Inazuma Eleven GO: Light / Shadow,Tension,FW,Mountain,Dragon Link,166,158,142,119,113,113,126,937,Middle School,Grade 7,Male,Player
2569,https://dxi4wb638ujep.cloudfront.net/1/k/w/e/weimftsmtfs.png,Erik Pentona,Pentona,Inazuma Eleven GO: Light / Shadow,Rough Play,FW,Mountain,Dragon Link,166,158,142,119,113,113,126,937,Middle School,Grade 8,Male,Player
2570,https://dxi4wb638ujep.cloudfront.net/1/k/2/x/2xrtwonuy_c.png,Leonidas Epsilon,Epsilon,Inazuma Eleven GO: Light / Shadow,Bond,GK,Fire,Dragon Link,117,128,120,135,141,145,128,914,Middle School,Grade 8,Male,Player
2571,https://dxi4wb638ujep.cloudfront.net/1/k/h/z/hzay7xbu1m0.png,George Wu,Wu,Inazuma Eleven GO: Light / Shadow,Breach,MF,Fire,Dragon Link,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2572,https://dxi4wb638ujep.cloudfront.net/1/k/f/4/f4duvot4wk0.png,Geert Vandevijf,Vandevijf,Inazuma Eleven GO: Light / Shadow,Tension,FW,Fire,Dragon Link,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2573,https://dxi4wb638ujep.cloudfront.net/1/k/0/q/0qsp4x1cd5c.png,Folke Fem,Fem,Inazuma Eleven GO: Light / Shadow,Tension,MF,Mountain,Dragon Link,140,152,147,121,123,113,135,931,Middle School,Grade 9,Male,Player
2574,https://dxi4wb638ujep.cloudfront.net/1/k/u/_/u_p6rkakozs.png,Naji Khamsa,Khamsa,Inazuma Eleven GO: Light / Shadow,Justice,DF,Forest,Dragon Link,120,123,127,135,142,123,155,925,Middle School,Grade 7,Male,Player
2575,https://dxi4wb638ujep.cloudfront.net/1/k/b/f/bfvxma6x-um.png,Gyan Cinquedea,Quentin,Inazuma Eleven GO: Light / Shadow,Counter-attack,MF,Fire,Dragon Link,141,152,149,123,124,113,135,937,Adult,-,Male,Manager
2576,https://dxi4wb638ujep.cloudfront.net/1/k/t/d/tdxsu9wyjgc.png,Albion Lumina,Lumina,Inazuma Eleven GO: Light / Shadow,Breach,GK,Mountain,Eternal Light,119,130,123,133,144,152,131,932,Middle School,Grade 9,Male,Player
2577,https://dxi4wb638ujep.cloudfront.net/1/k/n/s/ns0nhgjqwms.png,Candido Glow,Glow,Inazuma Eleven GO: Light / Shadow,Rough Play,DF,Forest,Eternal Light,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
2578,https://dxi4wb638ujep.cloudfront.net/1/k/8/e/8efgqffq7ve.png,Dwight Whittaker,Whittaker,Inazuma Eleven GO: Light / Shadow,Rough Play,DF,Mountain,Eternal Light,121,126,128,138,144,124,156,937,Middle School,Grade 9,Male,Player
2579,https://dxi4wb638ujep.cloudfront.net/1/k/-/l/-lcaegxg-te.png,Beamer Daye,Daye,Inazuma Eleven GO: Light / Shadow,Counter-attack,DF,Fire,Eternal Light,121,126,128,138,144,124,156,937,Middle School,Grade 7,Male,Player
2580,https://dxi4wb638ujep.cloudfront.net/1/k/p/n/pnz7p5x8tgs.png,Chandler Blanc,Blanc,Inazuma Eleven GO: Light / Shadow,Justice,DF,Forest,Eternal Light,114,119,116,142,148,121,165,925,Middle School,Grade 8,Male,Player
2581,https://dxi4wb638ujep.cloudfront.net/1/k/v/i/viqo6ke0mac.png,Beacon Noor,Noor,Inazuma Eleven GO: Light / Shadow,Justice,MF,Wind,Eternal Light,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2582,https://dxi4wb638ujep.cloudfront.net/1/k/e/k/ekhvxbiolz0.png,Dawntavius Spectrum,Spectrum,Inazuma Eleven GO: Light / Shadow,Justice,MF,Fire,Eternal Light,141,152,149,123,124,113,135,937,Middle School,Grade 8,Male,Player
2583,https://dxi4wb638ujep.cloudfront.net/1/k/q/g/qge3mwhssmc.png,Brighton Spark,Spark,Inazuma Eleven GO: Light / Shadow,Bond,MF,Forest,Eternal Light,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2584,https://dxi4wb638ujep.cloudfront.net/1/k/b/i/bivwlphwb_0.png,Laban Lux,Lux,Inazuma Eleven GO: Light / Shadow,Justice,MF,Wind,Eternal Light,140,152,147,121,123,113,135,931,Middle School,Grade 7,Male,Player
2585,https://dxi4wb638ujep.cloudfront.net/1/k/1/g/1g0broofgtu.png,Bailong,Bailong,Inazuma Eleven GO: Light / Shadow,Breach,FW,Wind,Eternal Light,169,161,147,123,119,119,130,968,Middle School,Grade 7,Male,Player
2586,https://dxi4wb638ujep.cloudfront.net/1/k/e/i/eif68xolng8.png,Filbert Weissman,Weissman,Inazuma Eleven GO: Light / Shadow,Rough Play,FW,Mountain,Eternal Light,165,156,142,116,113,113,124,929,Middle School,Grade 8,Male,Player
2587,https://dxi4wb638ujep.cloudfront.net/1/k/n/d/nddug11k9_u.png,Nero Night,Night,Inazuma Eleven GO: Light / Shadow,Tension,GK,Fire,Ancient Darkness,117,128,120,135,141,145,128,914,Middle School,Grade 7,Male,Player
